"gender","age","marital_status","highest_qualification","nationality","gross_income","region","smoke"
"Female",43,"Single","GCSE","Other","Moderate","London","No"
"Male",58,"Married","Without","English","Moderate","London","No"
"Female",39,"Married","GCSE","British","Low","London","No"
"Female",54,"Separated","Without","English","Low","London","No"
"Female",62,"Married","Without","British","High","London","No"
"Female",40,"Married","A Levels","English","Moderate","London","Yes"
"Female",59,"Single","GCSE","English","Low","London","No"
"Female",57,"Separated","GCSE","British","Moderate","London","No"
"Female",42,"Single","GCSE","Other","Low","London","Yes"
"Female",48,"Separated","GCSE","Scottish","Moderate","London","Yes"
"Female",45,"Separated","GCSE","British","Moderate","London","Yes"
"Female",24,"Single","GCSE","British","Low","London","No"
"Female",66,"Separated","GCSE","British","Moderate","London","No"
"Male",63,"Single","Sub Degree","English","Moderate","London","Yes"
"Male",59,"Separated","Without","English","Moderate","London","No"
"Male",50,"Married","Sub Degree","Other","Moderate","London","No"
"Female",41,"Separated","GCSE","English","Moderate","London","No"
"Female",76,"Single","Without","British","Low","London","No"
"Male",24,"Single","ONC","British","Moderate","London","Yes"
"Female",25,"Single","Sub Degree","British","Moderate","London","Yes"
"Female",33,"Separated","University","Other","Low","London","No"
"Male",31,"Single","ONC","Other","High","London","No"
"Female",33,"Single","University","British","Low","London","Yes"
"Female",37,"Single","Without","Other","Low","London","No"
"Male",81,"Separated","Without","British","Low","London","No"
"Female",36,"Single","Without","Other","Moderate","London","No"
"Female",64,"Married","Without","British","Moderate","London","Yes"
"Male",51,"Married","Sub Degree","British","Low","London","No"
"Female",19,"Single","A Levels","British","Moderate","London","No"
"Male",31,"Married","University","English","High","London","Yes"
"Female",24,"Single","ONC","English","Low","London","No"
"Male",18,"Single","Without","Other","Low","London","Yes"
"Male",22,"Single","University","Other","Low","London","No"
"Female",26,"Single","Sub Degree","Other","Moderate","London","No"
"Female",33,"Single","University","British","Low","London","No"
"Male",17,"Single","GCSE","British","Low","London","Yes"
"Male",37,"Single","ONC","British","Moderate","London","Yes"
"Male",60,"Married","Without","British","Low","London","No"
"Male",80,"Married","Without","British","Low","South East","No"
"Male",68,"Married","ONC","British","Moderate","South East","Yes"
"Female",65,"Married","GCSE","English","Low","South East","No"
"Male",42,"Married","Without","British","Moderate","South East","No"
"Female",48,"Married","GCSE","British","Moderate","South East","No"
"Male",46,"Married","A Levels","Scottish","High","South East","No"
"Male",44,"Married","ONC","English","High","South East","No"
"Female",29,"Married","A Levels","English","Moderate","South East","Yes"
"Male",38,"Married","Sub Degree","English","Moderate","South East","No"
"Male",48,"Separated","University","English","High","South East","No"
"Male",65,"Married","GCSE","British","Moderate","South East","No"
"Male",27,"Single","University","English","Moderate","South East","No"
"Female",37,"Married","GCSE","English","Low","South East","No"
"Female",42,"Married","GCSE","British","Low","South East","No"
"Male",53,"Single","Without","British","Low","South East","No"
"Female",20,"Single","ONC","English","Moderate","South East","No"
"Male",18,"Single","Sub Degree","English","Low","South East","No"
"Male",69,"Married","Without","English","Low","South East","No"
"Male",63,"Separated","ONC","English","High","South East","Yes"
"Male",41,"Married","University","British","High","South East","No"
"Male",74,"Married","Sub Degree","English","High","South East","No"
"Female",20,"Single","Sub Degree","Other","Low","South East","No"
"Female",18,"Single","GCSE","British","Low","South East","No"
"Male",28,"Single","GCSE","English","Low","South East","Yes"
"Male",49,"Married","University","British","High","South East","No"
"Male",64,"Married","Sub Degree","British","Low","South East","No"
"Female",69,"Separated","GCSE","English","Low","South East","No"
"Female",33,"Separated","Without","British","Low","South East","No"
"Female",22,"Single","GCSE","English","Moderate","South East","Yes"
"Female",63,"Married","Without","English","Moderate","South East","No"
"Female",93,"Separated","Without","Welsh","Low","South East","No"
"Female",65,"Married","Without","English","Low","South East","No"
"Female",33,"Married","GCSE","British","Moderate","South East","Yes"
"Female",38,"Married","Without","British","Low","South East","No"
"Female",29,"Single","GCSE","English","Low","South East","Yes"
"Male",59,"Married","A Levels","British","High","South East","No"
"Male",37,"Single","University","English","High","South East","No"
"Male",51,"Single","Without","British","Moderate","South East","Yes"
"Female",80,"Single","Sub Degree","English","Low","South East","No"
"Male",49,"Married","A Levels","English","Moderate","South East","No"
"Female",38,"Married","University","English","Moderate","South East","No"
"Male",45,"Single","GCSE","English","High","South East","Yes"
"Female",58,"Married","Sub Degree","Scottish","Moderate","South East","No"
"Female",63,"Married","University","English","Low","South East","No"
"Female",69,"Married","Sub Degree","English","Low","South East","No"
"Male",86,"Separated","Sub Degree","British","Moderate","South East","No"
"Female",66,"Separated","Sub Degree","English","Moderate","South East","No"
"Male",61,"Married","Without","British","Low","South East","No"
"Female",62,"Separated","Sub Degree","English","Moderate","South East","No"
"Female",89,"Separated","Without","British","Low","South East","No"
"Female",72,"Separated","University","British","Moderate","South East","No"
"Male",64,"Married","Sub Degree","British","High","South East","No"
"Female",58,"Married","A Levels","English","High","South East","No"
"Female",80,"Separated","Without","English","Moderate","South East","No"
"Female",61,"Married","Sub Degree","English","Low","South East","No"
"Female",34,"Married","Sub Degree","Other","Low","South East","No"
"Female",36,"Married","GCSE","British","Low","South East","Yes"
"Female",34,"Separated","GCSE","British","Moderate","South East","Yes"
"Female",40,"Single","A Levels","English","High","South East","No"
"Male",53,"Single","Without","English","Moderate","South East","No"
"Female",31,"Single","University","English","Moderate","South East","No"
"Female",86,"Separated","Without","English","Low","South East","No"
"Female",46,"Married","Without","English","Low","South East","Yes"
"Male",34,"Single","GCSE","Scottish","Moderate","South East","No"
"Female",44,"Single","University","English","High","South East","No"
"Female",69,"Separated","A Levels","English","Low","South East","No"
"Female",56,"Separated","Without","British","Moderate","South East","No"
"Male",79,"Single","Without","English","Low","South East","No"
"Female",41,"Separated","GCSE","English","Low","South East","Yes"
"Male",34,"Separated","ONC","English","High","South East","Yes"
"Male",47,"Single","GCSE","English","Low","South East","Yes"
"Male",46,"Married","Without","British","Moderate","South East","No"
"Female",30,"Single","Without","English","Moderate","South East","No"
"Female",19,"Single","A Levels","English","Low","South East","No"
"Male",45,"Married","University","Welsh","High","South East","No"
"Female",24,"Single","Sub Degree","Other","Moderate","South East","No"
"Male",42,"Married","GCSE","English","Moderate","South East","No"
"Male",32,"Married","Sub Degree","English","Moderate","South East","No"
"Male",32,"Single","GCSE","English","Moderate","South East","Yes"
"Female",28,"Single","A Levels","British","Low","South East","Yes"
"Female",78,"Separated","Without","British","Moderate","South East","No"
"Male",42,"Separated","GCSE","English","Moderate","South East","Yes"
"Female",27,"Married","University","English","High","South East","No"
"Female",71,"Married","GCSE","English","Low","South East","No"
"Male",51,"Married","GCSE","English","Moderate","South East","No"
"Male",66,"Separated","Without","English","Moderate","South East","No"
"Female",73,"Separated","Without","British","Low","South East","No"
"Male",50,"Separated","A Levels","English","Moderate","South East","Yes"
"Female",79,"Separated","Without","English","Low","South East","Yes"
"Female",22,"Single","GCSE","English","Low","South East","Yes"
"Male",45,"Separated","Without","English","Moderate","South East","No"
"Male",77,"Married","Without","English","Low","South East","Yes"
"Female",64,"Separated","Without","English","Low","South East","No"
"Male",39,"Married","A Levels","British","Low","South East","No"
"Male",54,"Separated","Without","English","Low","South East","Yes"
"Male",78,"Married","Without","English","Low","South East","No"
"Male",50,"Single","University","British","Moderate","South East","Yes"
"Male",41,"Married","Sub Degree","English","High","South East","No"
"Female",48,"Separated","Without","Other","Low","South East","Yes"
"Male",25,"Married","GCSE","English","Moderate","South East","No"
"Male",18,"Married","ONC","British","Low","South East","No"
"Female",58,"Married","GCSE","English","Moderate","South East","No"
"Female",79,"Separated","Sub Degree","English","Moderate","South East","No"
"Male",62,"Married","Without","English","Low","South East","Yes"
"Female",36,"Married","GCSE","British","Low","South East","No"
"Female",38,"Separated","Without","English","Low","South East","No"
"Male",19,"Single","Sub Degree","British","Moderate","South East","No"
"Female",45,"Separated","Without","English","Low","South East","No"
"Male",54,"Married","University","English","High","South East","No"
"Female",69,"Separated","GCSE","Scottish","Moderate","South East","No"
"Female",65,"Separated","Sub Degree","British","Moderate","South East","No"
"Male",31,"Married","GCSE","English","Moderate","South East","No"
"Female",31,"Married","University","British","Low","South East","No"
"Female",46,"Single","Without","English","Low","South East","Yes"
"Male",37,"Single","ONC","Other","Moderate","South East","No"
"Male",59,"Married","GCSE","English","Moderate","South East","No"
"Male",81,"Separated","University","English","High","South East","No"
"Female",65,"Separated","GCSE","English","Low","South East","No"
"Female",48,"Separated","Without","English","Moderate","South East","Yes"
"Male",49,"Separated","ONC","British","High","South East","Yes"
"Male",35,"Single","GCSE","British","Low","South East","Yes"
"Female",73,"Married","Without","English","Low","South East","No"
"Female",80,"Separated","Without","British","Low","South East","No"
"Male",55,"Married","ONC","English","High","South East","No"
"Male",39,"Married","A Levels","English","Moderate","South East","Yes"
"Male",75,"Married","Without","English","Low","South East","No"
"Male",65,"Married","Sub Degree","English","Low","South East","No"
"Male",75,"Married","GCSE","English","Moderate","South East","No"
"Female",69,"Married","Without","British","Low","South East","No"
"Female",57,"Single","Without","British","Moderate","South East","No"
"Female",29,"Single","University","English","Moderate","South East","No"
"Male",54,"Married","Without","English","Moderate","South East","Yes"
"Male",29,"Married","University","British","Moderate","South East","No"
"Male",42,"Separated","Without","British","Moderate","South East","No"
"Male",28,"Single","University","British","Moderate","South East","Yes"
"Female",65,"Separated","Without","British","Moderate","South East","No"
"Male",37,"Married","University","English","High","South East","Yes"
"Female",35,"Single","University","English","Low","South East","No"
"Female",33,"Single","University","English","Moderate","South East","Yes"
"Male",52,"Married","University","Other","Low","South East","Yes"
"Male",57,"Single","Sub Degree","British","Moderate","South East","No"
"Female",31,"Single","University","English","Moderate","South East","No"
"Male",73,"Married","Without","British","Low","South East","No"
"Male",43,"Married","University","British","High","South East","No"
"Male",38,"Single","University","English","High","South East","No"
"Female",43,"Married","Without","British","High","South East","Yes"
"Female",55,"Married","Sub Degree","English","Moderate","South East","No"
"Male",59,"Married","University","British","High","South East","No"
"Female",33,"Married","University","British","Moderate","South East","No"
"Female",41,"Married","GCSE","British","Low","South East","Yes"
"Female",46,"Married","GCSE","British","Low","South East","Yes"
"Male",57,"Married","University","British","High","South East","Yes"
"Male",40,"Single","A Levels","English","Moderate","South East","No"
"Male",57,"Married","GCSE","English","Low","South East","No"
"Female",39,"Married","GCSE","British","Moderate","South East","Yes"
"Male",67,"Married","Sub Degree","British","Low","South East","Yes"
"Female",46,"Single","Without","English","Low","South East","No"
"Male",39,"Married","Sub Degree","British","High","South East","No"
"Male",50,"Married","Sub Degree","English","Moderate","South East","Yes"
"Female",70,"Separated","ONC","English","Low","South East","No"
"Female",44,"Married","Sub Degree","Other","Low","South East","No"
"Female",33,"Married","ONC","English","Low","South East","No"
"Male",69,"Separated","Sub Degree","English","Low","South East","No"
"Female",70,"Married","Without","English","Low","South East","Yes"
"Female",31,"Married","GCSE","British","Low","South East","No"
"Male",70,"Married","Sub Degree","English","Moderate","South East","No"
"Male",32,"Married","Without","British","High","South East","No"
"Male",47,"Married","Sub Degree","British","Moderate","South East","No"
"Male",57,"Married","Without","English","Moderate","South East","No"
"Male",86,"Separated","Without","English","Low","South East","No"
"Female",32,"Single","GCSE","English","Low","South East","No"
"Male",46,"Single","GCSE","British","Moderate","South East","Yes"
"Male",51,"Single","Without","English","Low","South East","Yes"
"Female",69,"Married","GCSE","English","Moderate","South East","No"
"Female",73,"Married","GCSE","British","Low","South East","No"
"Female",32,"Single","Sub Degree","English","Moderate","South East","Yes"
"Female",54,"Separated","GCSE","English","Moderate","South East","Yes"
"Female",51,"Married","Sub Degree","English","Moderate","South East","No"
"Female",35,"Married","University","British","Moderate","South East","No"
"Male",38,"Married","University","English","High","South East","No"
"Female",72,"Married","GCSE","English","Low","South East","No"
"Female",59,"Married","GCSE","English","Low","South East","No"
"Male",70,"Married","University","British","Moderate","South East","No"
"Female",67,"Married","GCSE","English","Low","South East","No"
"Male",35,"Married","GCSE","English","Moderate","South East","No"
"Female",33,"Married","GCSE","English","Low","South East","No"
"Male",17,"Single","GCSE","English","Low","South East","No"
"Female",45,"Married","GCSE","British","Low","South East","No"
"Female",57,"Married","GCSE","British","Low","South East","No"
"Female",18,"Single","A Levels","British","Low","South East","No"
"Male",68,"Separated","A Levels","English","Moderate","South East","No"
"Female",27,"Single","Sub Degree","Other","Moderate","South East","Yes"
"Female",40,"Married","GCSE","British","Low","South East","Yes"
"Male",77,"Single","GCSE","English","Low","South East","No"
"Female",77,"Married","GCSE","British","Low","South East","No"
"Male",75,"Married","ONC","English","High","South East","No"
"Male",39,"Married","ONC","British","Moderate","South East","Yes"
"Female",21,"Single","GCSE","British","Low","South East","No"
"Female",59,"Separated","University","British","Low","South East","No"
"Male",27,"Single","GCSE","British","Moderate","South East","No"
"Female",67,"Married","Without","English","Low","South East","No"
"Female",50,"Single","Sub Degree","English","Moderate","South East","No"
"Female",64,"Separated","GCSE","English","Low","South East","No"
"Female",79,"Separated","Without","English","Low","South East","No"
"Male",31,"Single","GCSE","English","Moderate","South East","Yes"
"Female",19,"Single","A Levels","British","Moderate","South East","No"
"Male",42,"Married","University","British","High","South East","No"
"Male",36,"Married","GCSE","English","Low","South East","No"
"Male",36,"Married","GCSE","English","Moderate","South East","No"
"Female",64,"Separated","GCSE","British","Low","South East","No"
"Female",53,"Single","Without","English","Low","South East","No"
"Female",39,"Married","GCSE","Other","Moderate","South East","Yes"
"Female",39,"Married","University","English","High","South East","No"
"Female",28,"Married","University","British","Low","South East","Yes"
"Male",81,"Married","Without","English","Low","South East","No"
"Female",79,"Married","Without","English","Low","South East","No"
"Female",72,"Married","Without","English","Low","South East","No"
"Female",18,"Single","GCSE","English","Low","South East","Yes"
"Female",76,"Married","Without","British","Low","South East","No"
"Female",68,"Separated","Without","British","Low","South East","Yes"
"Female",28,"Single","GCSE","English","Moderate","South East","Yes"
"Female",42,"Separated","GCSE","English","Low","South East","No"
"Female",26,"Single","GCSE","British","Low","South East","Yes"
"Female",19,"Single","Without","Welsh","Low","South East","Yes"
"Female",41,"Separated","Sub Degree","Welsh","Low","South East","Yes"
"Female",82,"Separated","Without","English","Low","South East","No"
"Male",36,"Married","University","British","Moderate","South East","No"
"Male",47,"Single","Without","English","Low","South East","Yes"
"Male",77,"Separated","Sub Degree","Scottish","Low","South East","No"
"Female",66,"Separated","Without","English","Low","South East","No"
"Male",50,"Separated","Sub Degree","English","Low","South East","Yes"
"Female",55,"Separated","Without","English","Low","South East","No"
"Female",36,"Married","A Levels","English","Low","South West","Yes"
"Female",67,"Married","Without","English","Low","South West","No"
"Female",76,"Married","Without","British","Low","South West","No"
"Female",44,"Married","Sub Degree","British","Moderate","South West","No"
"Female",75,"Married","Without","English","Low","South West","No"
"Female",24,"Married","Sub Degree","British","Moderate","South West","No"
"Male",78,"Married","Sub Degree","English","Low","South West","No"
"Female",38,"Married","ONC","British","Low","South West","No"
"Male",22,"Single","Sub Degree","English","Low","South West","No"
"Female",62,"Married","Sub Degree","English","Low","South West","No"
"Female",40,"Separated","Without","British","Low","South West","Yes"
"Male",35,"Married","University","British","Moderate","South West","No"
"Female",45,"Married","ONC","British","Low","South West","No"
"Female",66,"Married","Without","British","Low","South West","No"
"Female",53,"Separated","Sub Degree","English","Low","South West","No"
"Female",43,"Separated","GCSE","English","Moderate","South West","Yes"
"Female",72,"Separated","Without","British","Low","South West","Yes"
"Female",72,"Separated","Without","English","Low","South West","No"
"Female",67,"Married","Sub Degree","English","Moderate","South West","No"
"Female",37,"Separated","GCSE","British","Low","South West","No"
"Male",38,"Married","ONC","English","Moderate","South West","No"
"Female",39,"Married","GCSE","English","Moderate","South West","Yes"
"Male",64,"Separated","Without","English","Low","South West","No"
"Male",72,"Married","Without","English","Low","South West","No"
"Male",54,"Married","GCSE","English","Moderate","South West","Yes"
"Female",59,"Separated","Without","English","Low","South West","No"
"Female",50,"Married","ONC","English","Moderate","South West","No"
"Male",33,"Married","GCSE","English","High","South West","No"
"Female",45,"Married","Sub Degree","English","Moderate","South West","No"
"Female",73,"Separated","Without","English","Low","South West","No"
"Male",68,"Married","University","British","Moderate","South West","No"
"Female",33,"Married","GCSE","British","Moderate","South West","No"
"Female",21,"Single","ONC","British","Low","South West","No"
"Female",32,"Married","University","English","Moderate","South West","No"
"Male",37,"Married","Sub Degree","British","Moderate","South West","No"
"Male",25,"Single","Without","British","Moderate","South West","Yes"
"Male",61,"Married","Without","English","Low","South West","Yes"
"Female",86,"Separated","Without","English","Low","South West","No"
"Female",45,"Married","Without","English","Low","South West","No"
"Female",60,"Separated","GCSE","English","Moderate","South West","No"
"Female",40,"Single","University","British","Moderate","South West","No"
"Male",53,"Separated","GCSE","Welsh","Moderate","South West","No"
"Male",41,"Married","GCSE","English","Low","South West","No"
"Female",17,"Single","GCSE","English","Low","South West","Yes"
"Female",42,"Separated","Sub Degree","English","Moderate","South West","No"
"Male",44,"Married","GCSE","English","Moderate","South West","No"
"Female",43,"Married","A Levels","English","Moderate","South West","No"
"Female",39,"Married","Sub Degree","Other","Low","South West","Yes"
"Male",67,"Married","Without","English","Moderate","South West","No"
"Female",73,"Married","Without","British","Low","South West","No"
"Female",16,"Single","GCSE","English","Low","South West","No"
"Female",73,"Separated","Without","British","Moderate","South West","No"
"Male",52,"Married","University","Scottish","High","South West","No"
"Male",72,"Single","Without","English","Low","South West","No"
"Male",79,"Married","Without","British","Moderate","South West","No"
"Female",90,"Separated","Without","English","Low","South West","No"
"Male",27,"Single","Sub Degree","English","Moderate","South West","Yes"
"Male",32,"Separated","University","English","High","South West","No"
"Female",38,"Separated","GCSE","English","Low","South West","No"
"Female",21,"Single","University","British","Low","South West","No"
"Male",40,"Married","A Levels","British","High","South West","No"
"Male",28,"Married","University","British","High","South West","No"
"Male",47,"Married","A Levels","English","High","South West","Yes"
"Female",45,"Married","University","British","Low","South West","No"
"Female",95,"Separated","Without","British","Low","South West","No"
"Male",18,"Single","A Levels","English","Low","South West","No"
"Female",82,"Separated","Without","English","Low","South West","No"
"Male",65,"Married","A Levels","English","High","South West","No"
"Female",87,"Separated","GCSE","English","Low","South West","No"
"Male",30,"Single","Sub Degree","English","Moderate","South West","Yes"
"Female",77,"Separated","University","English","High","South West","No"
"Female",55,"Separated","University","British","High","South West","No"
"Female",33,"Married","University","British","Low","South West","No"
"Female",56,"Married","Without","British","Low","South West","No"
"Female",68,"Separated","Without","English","Low","South West","Yes"
"Female",73,"Married","Without","British","Low","South West","No"
"Female",66,"Single","GCSE","English","Moderate","South West","No"
"Female",73,"Married","Sub Degree","English","Low","South West","No"
"Male",42,"Married","Sub Degree","English","Moderate","South West","Yes"
"Female",35,"Married","GCSE","British","Moderate","South West","No"
"Female",53,"Married","Without","English","Low","South West","No"
"Female",74,"Separated","Without","English","Low","South West","No"
"Male",46,"Married","Without","English","Moderate","South West","Yes"
"Female",22,"Single","GCSE","English","Low","South West","No"
"Male",27,"Married","A Levels","English","Moderate","South West","No"
"Female",71,"Married","GCSE","British","Low","South West","No"
"Male",78,"Separated","Sub Degree","English","Low","South West","No"
"Female",38,"Married","GCSE","English","Low","South West","No"
"Female",31,"Married","A Levels","British","Moderate","South West","No"
"Female",54,"Married","University","English","Low","South West","No"
"Female",31,"Single","GCSE","English","Moderate","South West","No"
"Male",53,"Married","ONC","English","High","South West","No"
"Female",36,"Single","GCSE","English","Low","South West","Yes"
"Male",41,"Married","Sub Degree","English","Moderate","South West","No"
"Male",78,"Separated","Without","British","Low","South West","Yes"
"Female",54,"Separated","GCSE","British","Low","South West","Yes"
"Female",72,"Separated","Without","British","Low","South West","No"
"Male",28,"Married","Sub Degree","English","Moderate","South West","Yes"
"Female",41,"Separated","GCSE","British","Low","South West","Yes"
"Female",78,"Married","Without","English","Low","South West","No"
"Male",71,"Separated","Without","Welsh","Low","South West","No"
"Female",57,"Married","Sub Degree","English","Low","South West","No"
"Male",31,"Married","GCSE","British","Moderate","South West","Yes"
"Female",64,"Separated","Without","Other","Low","South West","No"
"Male",65,"Married","Without","English","Low","South West","No"
"Male",61,"Married","Without","English","Low","South West","No"
"Male",33,"Married","GCSE","English","Moderate","South West","No"
"Male",40,"Married","Sub Degree","British","Moderate","South West","No"
"Female",68,"Married","Sub Degree","English","Low","South West","No"
"Female",36,"Married","Without","English","Moderate","South West","No"
"Female",35,"Married","GCSE","English","Low","South West","No"
"Male",22,"Single","GCSE","English","Moderate","South West","Yes"
"Female",43,"Married","GCSE","English","Low","South West","No"
"Male",84,"Separated","Without","English","Low","South West","No"
"Female",24,"Single","Without","British","Low","South West","No"
"Male",68,"Married","Without","English","Low","South West","Yes"
"Male",35,"Single","Sub Degree","British","Low","South West","Yes"
"Male",45,"Married","ONC","British","High","South West","No"
"Male",71,"Married","Without","English","Moderate","South West","No"
"Female",47,"Married","Without","British","Low","South West","Yes"
"Female",39,"Married","Sub Degree","British","Moderate","South West","No"
"Male",62,"Married","Sub Degree","English","Low","South West","No"
"Female",37,"Single","University","British","Moderate","South West","No"
"Male",49,"Separated","University","English","High","South West","No"
"Female",22,"Single","GCSE","British","Low","South West","Yes"
"Male",61,"Married","Without","English","Low","South West","No"
"Male",34,"Single","GCSE","British","Moderate","South West","Yes"
"Female",40,"Separated","University","British","High","South West","No"
"Female",27,"Separated","Without","English","Low","South West","Yes"
"Male",28,"Single","ONC","English","Moderate","South West","Yes"
"Female",28,"Single","A Levels","British","Moderate","South West","No"
"Male",36,"Married","GCSE","English","Moderate","South West","Yes"
"Female",34,"Single","GCSE","English","Low","South West","Yes"
"Male",19,"Single","A Levels","English","Moderate","South West","No"
"Female",31,"Separated","GCSE","English","Moderate","South West","Yes"
"Male",42,"Separated","A Levels","Other","Low","South West","Yes"
"Female",38,"Married","Without","English","Low","South West","No"
"Male",16,"Single","Without","English","Low","South West","Yes"
"Male",73,"Married","Without","British","Low","South West","No"
"Male",36,"Married","GCSE","English","Moderate","South West","No"
"Female",81,"Married","Without","Welsh","Low","South West","No"
"Female",97,"Separated","Without","English","Moderate","South West","No"
"Male",38,"Married","Without","English","Moderate","South West","No"
"Female",46,"Married","Sub Degree","British","Low","South West","Yes"
"Male",79,"Married","Without","English","Low","South West","No"
"Female",76,"Separated","Without","English","Low","South West","Yes"
"Female",54,"Separated","Without","Other","Low","Wales","No"
"Male",59,"Married","University","English","High","Wales","No"
"Male",52,"Separated","University","British","High","Wales","No"
"Male",58,"Separated","Without","Welsh","Low","Wales","Yes"
"Male",69,"Separated","University","Welsh","Moderate","Wales","No"
"Male",67,"Separated","University","Welsh","Low","Wales","No"
"Male",33,"Married","Without","British","Low","Wales","No"
"Male",62,"Married","Without","Welsh","Low","Wales","No"
"Female",69,"Separated","Without","Welsh","Low","Wales","No"
"Male",29,"Single","University","Welsh","Moderate","Wales","No"
"Male",28,"Married","University","British","Moderate","Wales","No"
"Female",52,"Single","University","Other","High","Wales","No"
"Female",44,"Married","GCSE","Welsh","Moderate","Wales","Yes"
"Male",45,"Married","Without","Welsh","Low","Wales","No"
"Female",71,"Separated","Without","Welsh","Low","Wales","No"
"Female",72,"Married","Without","Welsh","Low","Wales","No"
"Female",72,"Separated","Without","Welsh","Low","Wales","Yes"
"Male",61,"Married","Without","Welsh","Low","Wales","No"
"Female",29,"Married","A Levels","British","Low","Wales","Yes"
"Female",37,"Single","Sub Degree","British","Low","Wales","Yes"
"Male",29,"Single","GCSE","Welsh","Moderate","Wales","Yes"
"Male",57,"Married","Without","English","Moderate","Wales","No"
"Male",60,"Married","GCSE","Welsh","Low","Wales","No"
"Male",38,"Married","Sub Degree","Welsh","High","Wales","No"
"Male",74,"Married","Without","Welsh","Low","Wales","No"
"Male",38,"Married","Sub Degree","Welsh","Moderate","Wales","No"
"Male",68,"Married","Without","Welsh","Low","Wales","Yes"
"Male",67,"Married","Sub Degree","Welsh","Moderate","Wales","No"
"Male",32,"Single","GCSE","Welsh","Moderate","Wales","No"
"Female",25,"Married","ONC","British","Low","Wales","No"
"Male",53,"Married","Without","Welsh","Moderate","Wales","No"
"Female",52,"Separated","Without","Welsh","Low","Wales","Yes"
"Female",21,"Single","Without","Welsh","Low","Wales","No"
"Female",71,"Separated","Without","Welsh","Low","Wales","No"
"Female",30,"Married","GCSE","British","Low","Wales","No"
"Male",23,"Single","GCSE","Welsh","Moderate","Wales","No"
"Female",28,"Single","Sub Degree","Welsh","Moderate","Wales","Yes"
"Female",37,"Married","GCSE","Welsh","Low","Wales","No"
"Female",84,"Separated","Without","Welsh","Low","Wales","No"
"Female",61,"Married","Without","English","Low","Wales","No"
"Female",18,"Single","GCSE","Welsh","Low","Wales","No"
"Female",55,"Married","GCSE","English","Low","Wales","No"
"Male",52,"Single","Sub Degree","British","Moderate","Wales","No"
"Female",46,"Married","Without","Welsh","Low","Wales","Yes"
"Female",46,"Married","Sub Degree","British","Moderate","Wales","No"
"Male",23,"Single","Without","Welsh","Low","Wales","No"
"Male",58,"Married","University","British","Moderate","Wales","No"
"Male",16,"Single","GCSE","Welsh","Low","Wales","No"
"Male",71,"Married","Without","Welsh","Moderate","Wales","No"
"Female",47,"Married","Without","British","Low","Wales","Yes"
"Male",34,"Married","University","Welsh","Moderate","Wales","No"
"Female",55,"Single","Without","British","High","Wales","No"
"Female",78,"Separated","Sub Degree","British","Moderate","Wales","No"
"Male",35,"Single","Without","Welsh","Low","Wales","Yes"
"Male",68,"Married","Without","English","Moderate","Wales","No"
"Male",76,"Single","Without","British","Low","Wales","No"
"Male",28,"Single","GCSE","Welsh","Moderate","Wales","No"
"Female",36,"Separated","GCSE","British","Low","Wales","Yes"
"Female",57,"Separated","ONC","English","Low","Wales","No"
"Female",29,"Single","Sub Degree","Welsh","Moderate","Wales","Yes"
"Female",27,"Single","GCSE","Welsh","Low","Wales","Yes"
"Female",64,"Separated","Without","English","Low","Wales","No"
"Female",26,"Single","GCSE","Welsh","Low","Wales","Yes"
"Male",27,"Single","Sub Degree","Welsh","Moderate","Wales","No"
"Male",66,"Single","Sub Degree","English","Moderate","Wales","No"
"Female",84,"Separated","Without","British","Low","Wales","No"
"Male",41,"Single","Sub Degree","British","Moderate","Wales","Yes"
"Male",27,"Single","University","British","Moderate","Wales","No"
"Female",40,"Separated","GCSE","English","Moderate","Wales","No"
"Female",79,"Separated","Without","British","Moderate","Wales","No"
"Male",49,"Married","Without","English","Moderate","Wales","Yes"
"Female",54,"Married","Without","Welsh","Low","Wales","No"
"Male",25,"Single","GCSE","Scottish","Low","Scotland","Yes"
"Female",45,"Single","University","Scottish","High","Scotland","Yes"
"Female",24,"Single","University","Scottish","Low","Scotland","Yes"
"Female",54,"Separated","Without","Scottish","Moderate","Scotland","Yes"
"Female",78,"Separated","Without","Scottish","Moderate","Scotland","No"
"Male",50,"Married","Without","Scottish","Moderate","Scotland","Yes"
"Female",42,"Married","University","Scottish","Moderate","Scotland","No"
"Female",32,"Single","A Levels","Scottish","Moderate","Scotland","Yes"
"Male",75,"Single","Without","Scottish","Low","Scotland","No"
"Female",25,"Single","GCSE","Scottish","Low","Scotland","Yes"
"Male",50,"Separated","Sub Degree","Scottish","Moderate","Scotland","No"
"Male",24,"Single","Sub Degree","Scottish","High","Scotland","Yes"
"Male",35,"Single","Sub Degree","British","High","Scotland","No"
"Female",52,"Married","Without","Scottish","Moderate","Scotland","No"
"Female",42,"Married","University","British","Moderate","Scotland","No"
"Male",44,"Separated","GCSE","Scottish","Moderate","Scotland","No"
"Male",67,"Separated","Without","Scottish","Low","Scotland","Yes"
"Female",69,"Separated","Without","Scottish","Low","Scotland","No"
"Female",91,"Single","Without","Scottish","Low","Scotland","No"
"Male",61,"Separated","Without","Scottish","Low","Scotland","No"
"Female",50,"Single","University","British","Moderate","Scotland","No"
"Male",37,"Single","Sub Degree","Scottish","Moderate","Scotland","No"
"Female",35,"Single","Sub Degree","Scottish","Moderate","Scotland","Yes"
